gamma_result,ref,LP
3216.465688040329,3199.1895,537.29926
3216.2416318813894,3195.4265,534.7297
3212.5015647018786,3194.1523,532.0278
3183.73987290651,3192.1177,529.5308
3126.171755489943,3190.8628,530.3992
3113.596104129161,3196.0762,538.9581
3158.7177514343202,3197.8193,549.2832
3206.5485889778356,3196.589,553.94617
3239.4865964869414,3196.178,552.70734
3234.7283862140366,3192.963,547.0387
3204.8442438163825,3191.1255,541.71954
3194.428770177105,3193.8525,540.3868
3199.138890327969,3194.828,540.4472
3202.175532996668,3194.851,539.93365
3211.2545534724845,3194.9314,539.05725
3216.8710146886615,3193.159,536.85046
3202.092016528044,3192.4922,533.871
3191.5272577731557,3197.0593,533.2566
3192.4566562146756,3199.425,534.22504
3191.049670393634,3196.7527,534.7537
3198.9682283738575,3195.4106,535.29114
3218.5360890213806,3194.135,534.70325
3215.383949976336,3192.59,531.5286
3183.1021835357124,3201.7788,529.8609
3162.5521815166994,3207.3774,532.83026
3158.231741025696,3208.8494,538.5011
3178.6091736537273,3209.1216,544.7427
3211.792098861646,3202.9785,547.7451
3220.3455245329014,3198.3745,546.12384
3228.728417862615,3197.145,543.302
3240.3219278557444,3198.2017,539.57874
3237.7258898100413,3205.6658,535.3443
3231.0475478451826,3207.816,531.685
3213.423373691295,3207.914,528.85034
3183.1306595065207,3206.3743,527.98157
3166.968898756444,3200.0908,530.0521
3169.539067247276,3198.1194,533.8637
3175.597341242151,3193.65,536.8186
3192.270216952217,3192.3335,538.8746
3213.2791171371573,3193.8608,539.0785
3208.8208235692855,3193.849,536.7082
3189.8506459899286,3201.8325,535.8582
3187.658735592534,3206.542,537.9072
3187.306836037328,3213.5554,541.0867
3200.0473341715474,3216.8145,544.71295
3229.9044042785185,3220.5696,547.24396
3236.404674047187,3222.1665,546.3174
3240.764372527039,3228.662,545.38885
3249.334416515074,3234.8994,544.68896
3235.6071999513765,3239.0117,543.442
3226.784463895997,3238.537,543.8164
